Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
12359421,Ready Player One,Ernest Cline,"Cline, Ernest",,"=""""","=""""",3,4.31,Cornerstone Digital,Kindle Edition,386,2011,2011,2015/09/30,2015/09/30,,,read,,,,,,,0,,,,,
56829,Hackers: Heroes of the Computer Revolution,Steven Levy,"Levy, Steven",,"=""0141000511""","=""9780141000510""",0,4.17,Penguin Books,Paperback,464,2001,1984,,2015/09/30,to-read,to-read (#42),to-read,,,,,,,0,,,,,
6899290,"Your Brain at Work: Strategies for Overcoming Distraction, Regaining Focus, and Working Smarter All Day Long",David Rock,"Rock, David",,"=""0061771295""","=""9780061771293""",0,4.09,HarperBusiness,Hardcover,304,2009,2009,,2015/09/30,to-read,to-read (#41),to-read,,,,,,,0,,,,,
18713259,Worm,Wildbow,"Wildbow, Wildbow",,"=""""","=""""",5,4.70,http://parahumans.wordpress.com,ebook,4000,2013,2011,,2015/09/30,,,read,,,,,,,0,,,,,
22872436,The Metropolitan Man,Alexander Wales,"Wales, Alexander",,"=""""","=""""",5,4.11,Fanfiction.net,ebook,241,2014,2014,,2015/09/30,,,read,,,,,,,0,,,,,
18866705,"Dust (Silo, #3)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",5,4.26,Cornerstone Digital,Kindle Edition,466,2013,2013,2015/09/26,2015/09/26,,,read,,,,,,,0,,,,,
15852847,Wool Omnibus,Hugh Howey,"Howey, Hugh",,"=""""","=""""",5,4.24,Cornerstone Digital,Kindle Edition,576,2012,2012,2015/09/10,2015/09/10,,,read,,,,,,,0,,,,,
9509277,The Quantum Thief,Hannu Rajaniemi,"Rajaniemi, Hannu",,"=""""","=""""",0,3.83,Gollancz,Kindle Edition,332,2010,2010,,2015/09/05,to-read,to-read (#45),to-read,,,,,,,0,,,,,
20775702,The Martian,Andy Weir,"Weir, Andy",,"=""""","=""""",5,4.38,Ebury Digital,Kindle Edition,369,2014,2011,2015/09/01,2015/09/01,,,read,,,,,,,0,,,,,
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,"=""0199678111""","=""9780199678112""",0,3.87,Oxford University Press (UK),Hardcover,328,2014,2014,,2015/08/28,physically-unread-books,physically-unread-books (#46),physically-unread-books,,,,,,,0,,,,,
12007,"Use of Weapons (Culture, #3)",Iain M. Banks,"Banks, Iain M.",,"=""185723135X""","=""9781857231359""",4,4.17,Orbit,Paperback,411,1992,1990,,2015/08/28,,,read,,,,,,,0,,,,,
8935689,"Consider Phlebas (Culture, #1)",Iain M. Banks,"Banks, Iain M.",,"=""1857231384""","=""9781857231380""",4,3.84,Orbit,Paperback,471,2005,1987,,2015/08/28,,,read,,,,,,,0,,,,,
18922429,Practice Perfect: 42 Rules for Getting Better at Getting Better,Doug Lemov,"Lemov, Doug","Erica Woolway, Katie Yezzi, Dan Heath","=""""","=""""",0,3.83,Jossey-Bass,Kindle Edition,293,2012,2012,,2015/07/21,to-read,to-read (#46),to-read,,,,,,,0,,,,,
11059661,Eating Animals,Jonathan Safran Foer,"Foer, Jonathan Safran",,"=""""","=""""",4,4.16,,Kindle Edition,341,,2009,,2014/04/21,,,read,,,,,,,0,,,,,
13089957,Lauren Ipsum,Carlos Bueno,"Bueno, Carlos",,"=""1461178185""","=""9781461178187""",5,3.93,Createspace,Paperback,150,2011,2011,,2014/04/21,,,read,,,,,,,1,,,unspecified,,
9583221,The Tiger: A True Story of Vengeance and Survival,John Vaillant,"Vaillant, John",,"=""0307389049""","=""9780307389046""",5,3.98,Vintage,Paperback,352,2011,2010,,2014/04/21,,,read,,,,,,,1,,,unspecified,,
21963668,No Exit: Struggling to Survive a Modern Gold Rush,Gideon Lewis-Kraus,"Lewis-Kraus, Gideon",,"=""""","=""""",0,3.77,,Kindle Edition,48,2014,2014,,2014/04/21,to-read,to-read (#40),to-read,,,,,,,0,,,,,
13530973,Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400067820""","=""9781400067824""",0,3.99,Random House,Hardcover,521,2012,2012,,2014/01/01,to-read,to-read (#39),to-read,,,,,,,0,,,,,
22478,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,"Jaynes, Julian",,"=""0618057072""","=""9780618057078""",0,4.23,Mariner Books,Paperback,512,2000,1976,,2014/01/01,to-read,to-read (#38),to-read,,,,,,,0,,,,,
16568,The Book of Imaginary Beings,Jorge Luis Borges,"Borges, Jorge Luis","Margarita Guerrero, Peter Sís, Andrew Hurley","=""0143039938""","=""9780143039938""",0,4.11,Penguin Classics,Paperback,236,2006,1957,,2014/01/01,to-read,to-read (#37),to-read,,,,,,,0,,,,,
685244,100 Suns,Michael Light,"Light, Michael",,"=""1400041139""","=""9781400041138""",0,4.34,Knopf,Hardcover,208,2003,2003,,2014/01/01,to-read,to-read (#36),to-read,,,,,,,0,,,,,
44874,Code: Version 2.0,Lawrence Lessig,"Lessig, Lawrence",,"=""0465039146""","=""9780465039142""",0,4.00,Basic Books,Paperback,416,2006,1999,,2014/01/01,to-read,to-read (#35),to-read,,,,,,,0,,,,,
219106,The Tao Is Silent,Raymond M. Smullyan,"Smullyan, Raymond M.",,"=""0060674695""","=""9780060674694""",0,4.12,HarperOne,Paperback,240,1977,1977,,2014/01/01,to-read,to-read (#34),to-read,,,,,,,0,,,,,
681941,The Moral Animal: Why We Are the Way We Are: The New Science of Evolutionary Psychology,Robert Wright,"Wright, Robert",,"=""0679763996""","=""9780679763994""",0,4.03,Vintage,Paperback,496,1995,1994,,2014/01/01,physically-unread-books,physically-unread-books (#23),physically-unread-books,,,,,,,1,,,unspecified,,
15744759,Three Worlds Collide,Eliezer Yudkowsky,"Yudkowsky, Eliezer",,"=""""","=""""",0,4.33,,ebook,,2009,2009,,2014/01/01,to-read,to-read (#33),to-read,,,,,,,0,,,,,
46654,"The Foundation Trilogy (Foundation, #1-3)",Isaac Asimov,"Asimov, Isaac",,"=""0380508567""","=""9780380508563""",4,4.38,,Paperback,679,1974,1951,,2014/01/01,,,read,,,,,,,0,,,,,
17788725,The Motivation Hacker,Nick Winter,"Winter, Nick",,"=""""","=""9780989279802""",4,3.81,Smashwords Edition,ebook,,2013,2013,,2013/09/09,,,read,,,,,,,0,,,,,
54944,The Ethical Slut: A Guide to Infinite Sexual Possibilities,Dossie Easton,"Easton, Dossie",Catherine A. Liszt,"=""1890159018""","=""9781890159016""",4,3.81,Greenery Press,Paperback,279,2004,1997,,2013/09/07,,,read,,,,,,,1,,,unspecified,,
156534,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",Brian K. Vaughan,"Vaughan, Brian K.","Pia Guerra, José Marzán Jr.","=""1563899809""","=""9781563899805""",4,4.12,DC Comics,Paperback,126,2003,2003,,2013/09/01,,,read,,,,,,,0,,,,,
22416,"Transmetropolitan, Vol. 1: Back on the Street (Transmetropolitan, #1)",Warren Ellis,"Ellis, Warren","Darick Robertston, Garth Ennis","=""1563894459""","=""9781563894459""",5,4.22,Vertigo,Paperback,144,1998,1998,,2013/09/01,,,read,,,,,,,0,,,,,
6905041,"Land of LISP: Learn to Program in LISP, One Game at a Time!",Conrad Barski,"Barski, Conrad",,"=""1593272006""","=""9781593272005""",0,4.08,No Starch Press,Paperback,504,2010,2010,,2013/08/30,"physically-unread-books, technical","physically-unread-books (#41), technical (#4)",physically-unread-books,,,,,,,1,,,unspecified,,
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,"Cialdini, Robert B.",,"=""006124189X""","=""9780061241895""",0,4.14,HarperBusiness,Paperback,320,2006,1984,,2013/08/30,physically-unread-books,physically-unread-books (#71),physically-unread-books,,,,,,,0,,,,,
150437,A Farewell to Alms: A Brief Economic History of the World,Gregory Clark,"Clark, Gregory",,"=""0691121354""","=""9780691121352""",0,3.67,Princeton University Press,Hardcover,432,2007,2007,,2013/08/28,physically-unread-books,physically-unread-books (#74),physically-unread-books,,,,,,,1,,,unspecified,,
472331,Watchmen,Alan Moore,"Moore, Alan","Dave Gibbons, John Higgins","=""0930289234""","=""9780930289232""",0,4.33,DC Comics,Paperback,416,2005,1987,,2013/08/28,to-read,to-read (#32),to-read,,,,,,,0,,,,,
1096665,Good and Real: Demystifying Paradoxes from Physics to Ethics,Gary L. Drescher,"Drescher, Gary L.",,"=""0262042339""","=""9780262042338""",0,4.15,MIT Press (MA),Hardcover,347,2006,2006,,2013/08/28,to-read,to-read (#31),to-read,,,,,,,0,,,,,
282085,"Human Accomplishment: The Pursuit of Excellence in the Arts and Sciences, 800 B.C. to 1950",Charles Murray,"Murray, Charles",,"=""0060929642""","=""9780060929640""",0,3.85,Harper Perennial,Paperback,688,2004,2004,,2013/08/28,to-read,to-read (#30),to-read,,,,,,,0,,,,,
18937,In the Beginning...Was the Command Line,Neal Stephenson,"Stephenson, Neal",,"=""0380815931""","=""9780380815937""",5,3.79,William Morrow Paperbacks,Paperback,151,1999,1999,,2013/08/28,,,read,,,,,,,0,,,,,
7711871,Surfaces and Essences: Analogy as the Fuel and Fire of Thinking,Douglas R. Hofstadter,"Hofstadter, Douglas R.",Emmanuel Sander,"=""0465018475""","=""9780465018475""",0,3.63,Basic Books,Hardcover,578,2013,2011,,2013/08/27,to-read,to-read (#29),to-read,,,,,,,0,,,,,
45107,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin",,"=""0006480098""","=""9780006480099""",3,4.12,Voyager,Mass Market Paperback,480,1996,1995,,2013/08/24,,,read,,,,,,,0,,,,,
21611,"The Forever War (The Forever War, #1)",Joe Haldeman,"Haldeman, Joe",,"=""0060510862""","=""9780060510862""",5,4.13,Voyager,Paperback,278,2003,1974,2015/04/29,2013/08/24,,,read,,,,,,,0,,,,,
77566,Hyperion (Hyperion Cantos #1),Dan Simmons,"Simmons, Dan",,"=""0553283685""","=""9780553283686""",0,4.18,Bantam Spectra,Mass Market Paperback,483,1990,1989,,2013/08/24,to-read,to-read (#28),to-read,,,,,,,0,,,,,
53764,The Great Dune Trilogy  ,Frank Herbert,"Herbert, Frank",,"=""0575070706""","=""9780575070707""",0,4.34,Gollancz,Paperback,910,2005,1977,,2013/08/24,to-read,to-read (#27),to-read,,,,,,,0,,,,,
5967064,The Photographer,Emmanuel Guibert,"Guibert, Emmanuel","Didier Lefèvre, Fréderic Lemercier","=""1596433752""","=""9781596433755""",0,4.21,First Second,Paperback,288,2009,2003,,2013/08/24,to-read,to-read (#26),to-read,,,,,,,0,,,,,
43713,Structure and Interpretation of Computer Programs (MIT Electrical Engineering and Computer Science),Harold Abelson,"Abelson, Harold","Gerald Jay Sussman, Julie Sussman","=""0262510871""","=""9780262510875""",0,4.46,MIT Press (MA),Paperback,657,1996,1984,,2013/08/24,"physically-unread-books, technical","physically-unread-books (#87), technical (#17)",physically-unread-books,,,,,,,0,,,,,
1078824,Caesar: A Biography,Christian Meier,"Meier, Christian",,"=""046500895X""","=""9780465008957""",4,3.87,Basic Books,Paperback,544,1997,1969,,2013/08/24,,,read,,,,,,,1,,,unspecified,,
3234271,Happy Hour Is for Amateurs: A Lost Decade in the World's Worst Profession,Philadelphia Lawyer,"Lawyer, Philadelphia",,"=""0061349496""","=""9780061349492""",3,3.63,William Morrow,Hardcover,320,2008,2008,,2013/08/24,,,read,,,,,,,1,,,unspecified,,
1918305,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Eric    Weiner,"Weiner, Eric",,"=""0446580260""","=""9780446580267""",2,3.82,Twelve,Paperback,335,2008,2008,,2013/08/24,,,read,,,,,,,1,,,unspecified,,
20995,The Art of Seduction,Robert Greene,"Greene, Robert",,"=""1861977697""","=""9781861977694""",0,4.04,Penguin,Paperback,466,2001,2001,,2013/08/24,physically-unread-books,physically-unread-books (#81),physically-unread-books,,,,,,,0,,,,,
1303,The 48 Laws of Power,Robert Greene,"Greene, Robert",Joost Elffers,"=""0140280197""","=""9780140280197""",0,4.16,Penguin (Business),Paperback,496,2000,1988,,2013/08/24,physically-unread-books,physically-unread-books (#26),physically-unread-books,,,,,,,0,,,,,
96884,The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,Jonathan Haidt,"Haidt, Jonathan",,"=""0465028020""","=""9780465028023""",4,4.10,Basic Books,Paperback,297,2006,2005,,2013/08/24,,,read,,,,,,,1,,,unspecified,,
5544,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Richard Feynman,"Feynman, Richard",,"=""0393316041""","=""9780393316049""",4,4.29,W. W. Norton & Company,Paperback,391,1997,1984,,2013/08/24,,,read,,,,,,,1,,,unspecified,,
475858,The Seasoned Schemer,Daniel P. Friedman,"Friedman, Daniel P.",Matthias Felleisen,"=""026256100X""","=""9780262561006""",0,4.35,Mit Press,Paperback,224,1995,1995,,2013/08/24,"physically-unread-books, technical","physically-unread-books (#42), technical (#5)",physically-unread-books,,,,,,,0,,,,,
5289,Complete Works of Oscar Wilde,Oscar Wilde,"Wilde, Oscar",Merlin Holland,"=""0007144350""","=""9780007144358""",0,4.47,HarperCollins Publishers,Mass Market Paperback,1246,2003,1907,,2013/08/24,to-read,to-read (#25),to-read,,,,,,,0,,,,,
7598960,Switch: How to Change Things When Change Is Hard,Chip Heath,"Heath, Chip",Dan Heath,"=""0307357279""","=""9780307357274""",0,4.00,Random House Canada,Hardcover,305,2010,2010,,2013/08/24,physically-unread-books,physically-unread-books (#10),physically-unread-books,,,,,,,0,,,,,
2232533,"Science, Strategy and War: The Strategic Theory of John Boyd",Frans P.B. Osinga,"Osinga, Frans P.B.",,"=""0415459524""","=""9780415459525""",0,4.15,Routledge,Paperback,313,2007,2006,,2013/08/24,physically-unread-books,physically-unread-books (#8),physically-unread-books,,,,,,,1,,,unspecified,,
8129142,The Joy of Clojure,Michael Fogus,"Fogus, Michael",Chris Houser,"=""1935182641""","=""9781935182641""",0,4.22,Manning Publishing,Paperback,328,2011,2010,,2013/08/24,to-read,to-read (#24),to-read,,,,,,,1,,,unspecified,,
28862,The Prince,Niccolò Machiavelli,"Machiavelli, Niccolò","Adolph Caso, Rufus Goodwin, Benjamin Martinez","=""0937832383""","=""9780937832387""",5,3.75,Dante University of America Press,Paperback,140,2003,1532,,2013/08/14,,,read,,,,,,,1,,,unspecified,,
29059,Choke,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0385720920""","=""9780385720922""",4,3.68,Anchor Books,Paperback,293,2002,2001,,2013/08/14,,,read,,,,,,,0,,,,,
10762697,"Robin Hobb Collection: Assassin's Apprentice, Royal Assassin, Assassin's Quest (The Farseer Trilogy)",Robin Hobb,"Hobb, Robin",,"=""1780481012""","=""9781780481012""",3,4.30,Harper Voyager,Paperback,1952,2013,2011,,2013/08/14,,,read,,,,,,,0,,,,,
368593,The 4-Hour Workweek,Timothy Ferriss,"Ferriss, Timothy",,"=""0307353133""","=""9780307353139""",3,3.79,Harmony,Hardcover,308,2007,2007,,2013/08/14,,,read,,,,,,,1,,,unspecified,,
1281546,Permutation City,Greg Egan,"Egan, Greg",,"=""1857982185""","=""9781857982183""",0,4.06,Millennium,Paperback,310,1995,1994,,2013/08/14,physically-unread-books,physically-unread-books (#15),physically-unread-books,,,,,,,0,,,,,
548914,The Little Schemer,Daniel P. Friedman,"Friedman, Daniel P.","Matthias Felleisen, Duane Bibby, Gerald J. Sussman","=""0262560992""","=""9780262560993""",0,4.27,MIT Press,Paperback,210,1995,1974,,2013/08/14,"physically-unread-books, technical","physically-unread-books (#31), technical (#3)",physically-unread-books,,,,,,,1,,,unspecified,,
3074052,Personal Development for Smart People: The Conscious Pursuit of Personal Growth,Steve Pavlina,"Pavlina, Steve",,"=""1401922759""","=""9781401922757""",1,3.92,Hay House,Hardcover,288,2008,2008,,2013/08/14,,,read,,,,,,,0,,,,,
57858,Tao of Jeet Kune Do,Bruce Lee,"Lee, Bruce",Gilbert Johnson,"=""0897500482""","=""9780897500487""",0,4.33,Black Belt Communications,Paperback,208,1975,1975,,2013/08/14,to-read,to-read (#23),to-read,,,,,,,0,,,,,
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",5,4.44,Bantam,Mass Market Paperback,835,2005,1996,,2013/08/14,,,read,,,,,,,1,,,unspecified,,
1995421,Seeking Wisdom: From Darwin To Munger,Peter Bevelin,"Bevelin, Peter",,"=""1578644283""","=""9781578644285""",0,4.33,Post Scriptum AB,Hardcover,318,2007,2003,,2013/08/14,to-read,to-read (#22),to-read,,,,,,,0,,,,,
68985,"The Power of Full Engagement: Managing Energy, Not Time, Is the Key to High Performance and Personal Renewal",Jim Loehr,"Loehr, Jim",Tony Schwartz,"=""0743226755""","=""9780743226752""",2,4.00,Free Press,Paperback,222,2005,2003,,2013/08/14,,,read,,,,,,,0,,,,,
130730,"Universal Principles of Design: 100 Ways to Enhance Usability, Influence Perception, Increase Appeal, Make Better Design Decisions, and Teach Through Design",William Lidwell,"Lidwell, William","Jill Butler, Kritina Holden","=""1592530079""","=""9781592530076""",0,4.13,Rockport Publishers,Hardcover,216,2003,2003,,2013/08/14,to-read,to-read (#21),to-read,,,,,,,0,,,,,
10865206,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It",Kelly McGonigal,"McGonigal, Kelly",,"=""1583334386""","=""9781583334386""",0,4.09,Avery,Hardcover,275,2011,2011,,2013/08/14,physically-unread-books,physically-unread-books (#34),physically-unread-books,,,,,,,0,,,,,
197073,"Sperm Wars: Infidelity, Sexual Conflict, and Other Bedroom Battles",Robin Baker,"Baker, Robin",,"=""1560258489""","=""9781560258483""",4,3.91,Basic Books,Paperback,375,2006,1964,,2013/08/14,,,read,,,,,,,1,,,unspecified,,
38840,Boyd: The Fighter Pilot Who Changed the Art of War,Robert Coram,"Coram, Robert",,"=""0316796883""","=""9780316796880""",5,4.31,Back Bay Books,Paperback,504,2004,2002,,2013/08/14,,,read,,,,,,,1,,,unspecified,,
6043946,The 50th Law,50 Cent,"Cent, 50",Robert Greene,"=""006177460X""","=""9780061774607""",5,4.11,HarperStudio,Hardcover,304,2009,2008,,2013/08/14,,,read,,,,,,,1,,,unspecified,,
13542853,"Trust Me, I'm Lying: Confessions of a Media Manipulator",Ryan Holiday,"Holiday, Ryan",,"=""159184553X""","=""9781591845539""",0,3.88,Portfolio,Hardcover,259,2012,2012,,2013/08/14,physically-unread-books,physically-unread-books (#45),physically-unread-books,,,,,,,1,,,unspecified,,
13589182,Mastery,Robert Greene,"Greene, Robert",,"=""0670024961""","=""9780670024964""",0,4.24,Viking,Hardcover,318,2012,2012,,2013/08/14,physically-unread-books,physically-unread-books (#32),physically-unread-books,,,,,,,0,,,,,
2457487,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""0349121087""","=""9780349121086""",0,4.33,Abacus Fiction,Paperback,1079,1997,1996,,2013/08/14,physically-unread-books,physically-unread-books (#1),physically-unread-books,,,,,,,0,,,,,
10016013,Harry Potter and the Methods of Rationality,Eliezer Yudkowsky,"Yudkowsky, Eliezer",,"=""""","=""""",5,4.36,hpmor.com & fanfiction.net,ebook,2007,2015,2015,,2013/08/14,,,read,,,,,,,0,,,,,
89185,Chasm City,Alastair Reynolds,"Reynolds, Alastair",,"=""0441010644""","=""9780441010646""",4,4.11,Ace Books,Mass Market Paperback,694,2003,2001,,2013/08/14,,,read,,,,,,,0,,,,,
1045017,The Discourses,Epictetus,"Epictetus, Epictetus",,"=""0460873121""","=""9780460873123""",0,4.18,Everyman ,Paperback,384,1995,108,,2013/08/14,to-read,to-read (#20),to-read,,,,,,,0,,,,,
5617966,A Guide to the Good Life: The Ancient Art of Stoic Joy,William B. Irvine,"Irvine, William B.",,"=""0195374614""","=""9780195374612""",5,4.16,"Oxford University Press, USA",Hardcover,326,2008,,,2013/08/14,,,read,,,,,,,1,,,unspecified,,
11054622,"Visualize This: The FlowingData Guide to Design, Visualization, and Statistics",Nathan Yau,"Yau, Nathan",,"=""0470944889""","=""9780470944882""",0,3.81,John Wiley & Sons,Paperback,358,2011,2011,,2013/08/14,to-read,to-read (#19),to-read,,,,,,,0,,,,,
2112788,Visualizing Data: Exploring and Explaining Data with the Processing Environment,Ben Fry,"Fry, Ben",,"=""0596514557""","=""9780596514556""",0,3.74,O'Reilly Media,Paperback,384,2007,2007,,2013/08/14,to-read,to-read (#18),to-read,,,,,,,0,,,,,
3368,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,"Krug, Steve",,"=""0321344758""","=""9780321344755""",4,4.22,New Riders Publishing,Paperback,201,2005,2000,,2013/08/14,,,read,,,,,,,0,,,,,
840,The Design of Everyday Things,Donald A. Norman,"Norman, Donald A.",,"=""0465067107""","=""9780465067107""",4,4.15,Basic Books,Paperback,240,2002,1988,,2013/08/14,,,read,,,,,,,0,,,,,
13528,Bulletproof Web Design: Improving Flexibility and Protecting Against Worst-Case Scenarios with XHTML and CSS,Dan Cederholm,"Cederholm, Dan",,"=""0321346939""","=""9780321346933""",2,4.14,New Riders Publishing,Paperback,270,2005,2005,,2013/08/14,,,read,,,,,,,0,,,,,
6728983,Logo Design Love: A Guide to Creating Iconic Brand Identities,David  Airey,"Airey, David",,"=""0321660765""","=""9780321660763""",3,4.12,New Riders Publishing,Paperback,203,2009,2009,,2013/08/14,,,read,,,,,,,0,,,,,
17743,Beautiful Evidence,Edward R. Tufte,"Tufte, Edward R.",,"=""0961392177""","=""9780961392178""",4,4.14,Graphics Pr,Hardcover,213,2006,2006,,2013/08/14,,,read,,,,,,,0,,,,,
17746,"Visual Explanations: Images and Quantities, Evidence and Narrative",Edward R. Tufte,"Tufte, Edward R.",,"=""0961392126""","=""9780961392123""",4,4.29,Graphics Press,Hardcover,156,1998,1997,,2013/08/14,,,read,,,,,,,0,,,,,
41597,The Non-Designer's Design Book,Robin P. Williams,"Williams, Robin P.",,"=""0321193857""","=""9780321193858""",5,3.99,Peachpit Press,Paperback,191,2003,1994,,2013/08/14,,,read,,,,,,,0,,,,,
17745,Envisioning Information,Edward R. Tufte,"Tufte, Edward R.",,"=""0961392118""","=""9780961392116""",4,4.23,Graphics Pr,Hardcover,126,1992,1990,,2013/08/14,,,read,,,,,,,0,,,,,
17744,The Visual Display of Quantitative Information,Edward R. Tufte,"Tufte, Edward R.",,"=""0961392142""","=""9780961392147""",5,4.41,Graphics Press,Hardcover,197,2001,1983,,2013/08/14,,,read,,,,,,,1,,,unspecified,,
46674,Feeling Good: The New Mood Therapy,David D. Burns,"Burns, David D.",,"=""0380810336""","=""9780380810338""",3,3.92,Avon Books,Paperback,706,1999,,,2013/08/14,,,read,,,,,,,0,,,,,
45248,Misspent Youth,Peter F. Hamilton,"Hamilton, Peter F.",,"=""0330480227""","=""9780330480222""",1,3.37,Pan,Paperback,439,2002,2002,,2013/08/14,,,read,,,,,,,0,,,,,
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,"=""0060512806""","=""9780060512804""",5,4.24,Avon,Paperback,1139,2002,1999,,2013/08/14,,,read,,,,,,,1,,,unspecified,,
77711,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,"Vinge, Vernor",,"=""0812515285""","=""9780812515282""",4,4.13,Tor Science Fiction,Mass Market Paperback,613,1993,1992,2013/10/03,2013/08/14,,,read,,,,,,,0,,,,,
2845024,Anathem,Neal Stephenson,"Stephenson, Neal",,"=""0061474096""","=""9780061474095""",5,4.17,William Morrow & Company,Hardcover,937,2008,2008,,2013/08/14,,,read,,,,,,,1,,,unspecified,,
827,"The Diamond Age: or, A Young Lady's Illustrated Primer",Neal Stephenson,"Stephenson, Neal",,"=""0553380966""","=""9780553380965""",5,4.18,Spectra,Paperback,499,2000,1995,,2013/08/14,,,read,,,,,,,1,,,unspecified,,
61179,"Ringworld (Ringworld, #1)",Larry Niven,"Niven, Larry",,"=""0575077026""","=""9780575077027""",0,3.95,Gollancz,Paperback,288,2005,1970,,2013/08/14,to-read,to-read (#17),to-read,,,,,,,0,,,,,
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""0451457994""","=""9780451457998""",4,4.08,Roc,Paperback,297,2000,1968,,2013/08/14,,,read,,,,,,,0,,,,,
11,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""0345391802""","=""9780345391803""",5,4.19,Del Rey Books,Mass Market Paperback,216,1995,1979,,2013/08/14,,,read,,,,,,,0,,,,,
945623,Accelerando,Charles Stross,"Stross, Charles",,"=""1841493899""","=""9781841493893""",0,3.86,Orbit,Paperback,433,2006,2005,2013/10/03,2013/08/14,physically-unread-books,physically-unread-books (#70),physically-unread-books,,,,,,,0,,,,,
18630,"The Player of Games (Culture, #2)",Iain M. Banks,"Banks, Iain M.",,"=""0061053562""","=""9780061053566""",4,4.25,HarperPrism,Paperback,293,1997,1988,,2013/08/14,,,read,,,,,,,0,,,,,
830,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""0553380958""","=""9780553380958""",5,4.00,Bantam Books,Paperback,470,2000,1992,,2013/08/14,,,read,,,,,,,1,,,unspecified,,
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",5,4.09,Spectra,Hardcover,256,2004,1951,,2013/08/14,,,read,,,,,,,0,,,,,
22328,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,"=""0441569595""","=""9780441569595""",0,3.86,Ace Books,Mass Market Paperback,271,1984,1984,,2013/08/14,to-read,to-read (#16),to-read,,,,,,,0,,,,,
4381,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""0307347974""","=""9780307347978""",0,3.96,Plaza y Janes,Paperback,238,2006,1953,,2013/08/14,to-read,to-read (#15),to-read,,,,,,,0,,,,,
375802,"Ender's Game (The Ender Quintet, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",5,4.29,Tor Science Fiction,Paperback,324,1994,1985,,2013/08/14,,,read,,,,,,,1,,,unspecified,,
91358,The Number Devil: A Mathematical Adventure,Hans Magnus Enzensberger,"Enzensberger, Hans Magnus","Rotraut Susanne Berner, Michael Henry Heim","=""0805062998""","=""9780805062991""",3,3.89,Holt Paperbacks,Paperback,264,2000,1997,,2013/08/14,,,read,,,,,,,0,,,,,
433567,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,"Abbott, Edwin A.",Banesh Hoffmann,"=""048627263X""","=""9780486272634""",4,3.81,"Dover Publications, Inc.",Paperback,96,1992,1884,,2013/08/14,,,read,,,,,,,0,,,,,
6346975,Moonwalking with Einstein: The Art and Science of Remembering Everything,Joshua Foer,"Foer, Joshua",,"=""159420229X""","=""9781594202292""",5,3.83,"Penguin Press HC, The",Hardcover,307,2011,2011,,2013/08/14,,,read,,,,,,,1,,,unspecified,,
17994,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,"Singh, Simon",,"=""0385495323""","=""9780385495325""",5,4.25,Anchor,Paperback,366,2000,1999,,2013/08/14,,,read,,,,,,,0,,,,,
61663,Pale Blue Dot: A Vision of the Human Future in Space,Carl Sagan,"Sagan, Carl",Ann Druyan,"=""0345376595""","=""9780345376596""",0,4.30,Ballantine Books,Paperback,384,1997,1994,,2013/08/14,to-read,to-read (#14),to-read,,,,,,,0,,,,,
